,Product_Title,Price,Shop_Name,Category,Availability,G-Price
4254,FANTECH MAXFIT67 MK858 RGB PRE-LUBED GATERON MILKY YELLOW SWITCH MECHANICAL HOTSWAP KEYBOARD,10800,STARTECH,Keyboard,In Stock,10800.0
4255,CAPTURER KT108 RGB MECHANICAL KEYBOARD - FLCMMK SWITCH,10900,STARTECH,Keyboard,In Stock,10900.0
4256,HYPERX ALLOY ORIGINS BLUE SWITCH RGB MECHANICAL GAMING KEYBOARD,11000,STARTECH,Keyboard,In Stock,11000.0
4257,HYPERX ALLOY ORIGINS AQUA SWITCH RGB MECHANICAL GAMING KEYBOARD,11000,STARTECH,Keyboard,In Stock,11000.0
4258,HYPERX ALLOY ORIGINS RED SWITCH RGB MECHANICAL GAMING KEYBOARD,11000,STARTECH,Keyboard,In Stock,11000.0
4259,FANTECH MAXFIT67 MK858 SPACE EDITION RGB KAILH BOX WHITE SWITCH MECHANICAL HOTSWAP KEYBOARD,11000,STARTECH,Keyboard,In Stock,11000.0
4260,FANTECH MAXFIT67 MK858 SPACE EDITION RGB PRE-LUBED GATERON MILKY YELLOW SWITCH MECHANICAL HOTSWAP KEYBOARD,11000,STARTECH,Keyboard,In Stock,11000.0
4261,RAZER HUNTSMAN MINI RGB GAMING KEYBOARD - PURPLE SWITCH,12300,STARTECH,Keyboard,In Stock,12300.0
4262,ASUS XA04 STRIX SCOPE DELUXE MECHANICAL GAMING KEYBOARD,12500,STARTECH,Keyboard,In Stock,12500.0
4263,NZXT FUNCTION FULL SIZE RGB MECHANICAL GAMING KEYBOARD,12500,STARTECH,Keyboard,In Stock,12500.0
4264,THERMALTAKE TT PREMIUM X1 RGB CHERRY MX BLUE SWITCH MECHANICAL GAMING KEYBOARD,12975,STARTECH,Keyboard,In Stock,12975.0
4265,KEYCHRON Q1 QMK MECHANICAL KEYBOARD (BAREBONE VERSION),13000,STARTECH,Keyboard,In Stock,13000.0
4266,ASUS ROG STRIX FLARE XA01 CHERRY MX RED SWITCH RGB MECHANICAL GAMING KEYBOARD,13300,STARTECH,Keyboard,In Stock,13300.0
4290,ASUS VG248QG 24 INCH 165 HZ ADAPTIVE-SYNC LCD GAMING MONITOR,28500,Skyland,Monitor,Out of stock,28500.0
